"Key"	"en"	"es"	"cs"	"fi"	"fr"	"uk"	"sv"	"no"	"zh"	"tr"	"ru"	"ka"	"ro"	"pt"	"pl"	"nl"	"de"	"ko"	"ja"	"it"	"id"	"hi"	"bn"	"vi"	"ar"
"ModsNoIssues"	"mods with no issues"	"Mods sin problemas"	"Mods bez problémů"	"modit ilman ongelmia"	"Mods sans problème"	"моди без проблем"	"mods utan problem"	"mods uten problemer"	"个没有问题的模组"	"sorunsuz modlar"	"моды без проблем"	"მოდელები, რომელთაც არ აქვთ პრობლემები"	"moduri fără probleme"	"mods sem problemas"	"Mody bez problemów"	"mods zonder problemen"	"Mods ohne Probleme"	"문제없는 모드"	"個のMODは問題無し"	"mod senza problemi"	"mod tanpa masalah"	"कोई समस्या वाला मॉड"	"কোন সমস্যা ছাড়াই মোড"	"Mod không có vấn đề"	"تعديل بدون مشاكل"
"LinkModAssets"	"Link assets from mods to the mod's 'Included' status"	"Enlace de activos de modificaciones al estado 'incluido' del MOD"	"Propojení aktiv z modů na status „zahrnutý“"	"Linkkivarat modista modin ""mukana olevaan"" tilaan"	"Lier les actifs des mods au statut «inclus» du mod"	"Активи зв'язку від мод до статусу ""включеного"" мода """	"Länkstillgångar från mods till modens ""inkluderade"" status"	"Koble eiendeler fra mods til modens 'inkluderte' status"	"将链来自模组的资产，链接到模组的“已包含”状态"	"Modlardan moddan modun 'dahil' durumuna bağlantı varlıkları"	"Связать ассет с состоянием мода ""Добавлен"""	"დააკავშირეთ აქტივები mods– დან Mod– ის ""შედის"" სტატუსამდე"	"Link active de la mod -uri la starea „inclusă” a modului"	"Vincular ativos de mods ao status 'incluído' do mod"	"Połącz zasoby z modów do statusu „dołączonego” moda"	"Link Assets van mods naar de status 'opgenomen' van de mod"	"Verknüpfen Sie Vermögenswerte aus Mods mit dem Modus ""enthalten"" des Mods ""Status"""	"모드에서 모드의 '포함'상태로 자산을 링크"	"MOD内に含まれるアセットは、MOD側の「含む」ステータスにリンク"	"Asset di collegamento dalle mod allo stato ""incluso"" della mod """	"Tautan aset dari mod ke status mod 'disertakan' mod"	"मॉड्स से MOD की 'शामिल' स्थिति के लिए संपत्तियों को लिंक करें"	"মোড থেকে মোডের 'অন্তর্ভুক্ত' স্থিতিতে সম্পদগুলি লিঙ্ক করুন"	"Liên kết tài sản từ mod đến trạng thái 'bao gồm' của mod"	"أصول ربط من MODS إلى حالة ""المضمنة"" من وزارة الدفاع"
"Preferences"	"Preferences"	"Preferencias"	"Preference"	"Mieltymykset"	"Préférences"	"Уподобання"	"Inställningar"	"Preferanser"	"选项"	"Tercihler"	"Предпочтения"	"პრეფერენციები"	"Preferințe"	"Preferências"	"Preferencje"	"Voorkeuren"	"Vorlieben"	"선호도"	"環境設定"	"Preferenze"	"Preferensi"	"पसंद"	"পছন্দসমূহ"	"Sở thích"	"التفضيلات"
"ProfileName"	"Profile Name"	"Nombre de perfil"	"Jméno profilu"	"Profiili nimi"	"Nom de profil"	"Імя профілю"	"Profilnamn"	"Profil navn"	"配置文件名称"	"Profil ismi"	"Имя профиля"	"Პროფილის სახელი"	"Numele profilului"	"Nome do perfil"	"Nazwa profilu"	"Profielnaam"	"Profilname"	"프로필 이름"	"プロファイル名"	"Nome del profilo"	"Nama profil"	"प्रोफ़ाइल नाम"	"প্রোফাইল নাম"	"Tên hồ sơ"	"اسم الشخصية"
"RenameProfile"	"Rename the current profile"	"Cambiar el nombre del perfil actual"	"Přejmenujte aktuální profil"	"Nimeä nykyinen profiili uudelleen"	"Renommer le profil actuel"	"Перейменуйте поточний профіль"	"Byta namn på den aktuella profilen"	"Gi nytt navn til gjeldende profil"	"重命名当前配置文件"	"Geçerli profili yeniden adlandırın"	"Переименовать текущий профиль"	"გადარქმეთ მიმდინარე პროფილი"	"Redenumiți profilul curent"	"Renomeie o perfil atual"	"Zmień nazwę aktualnego profilu"	"Hernoem het huidige profiel"	"Benennen Sie das aktuelle Profil um"	"현재 프로필의 이름을 바꿉니다"	"現在のプロファイル名を変更"	"Rinomina il profilo corrente"	"Ganti nama profil saat ini"	"वर्तमान प्रोफ़ाइल का नाम बदलें"	"বর্তমান প্রোফাইলটির নাম পরিবর্তন করুন"	"Đổi tên hồ sơ hiện tại"	"إعادة تسمية الملف الشخصي الحالي"
"StartScratch"	"Start a profile from scratch"	"Comience un perfil desde cero"	"Spusťte profil od nuly"	"Käynnistä profiili tyhjästä"	"Démarrez un profil à partir de zéro"	"Почніть профіль з нуля"	"Starta en profil från grunden"	"Start en profil fra bunnen av"	"从头开始创建一个配置文件"	"Sıfırdan bir profil başlat"	"Создать профиль с нуля"	"დაიწყეთ პროფილის ნულიდან"	"Începeți un profil de la zero"	"Inicie um perfil do zero"	"Rozpocznij profil od zera"	"Start een profiel helemaal opnieuw"	"Starten Sie ein Profil von Grund auf neu"	"처음부터 프로필을 시작하십시오"	"新しいプロファイルを作成"	"Avvia un profilo da zero"	"Mulai profil dari awal"	"स्क्रैच से एक प्रोफ़ाइल शुरू करें"	"স্ক্র্যাচ থেকে একটি প্রোফাইল শুরু করুন"	"Bắt đầu một hồ sơ từ đầu"	"ابدأ ملف تعريف من الصفر"
"ContinueFromCurrent"	"Keep your current settings"	"Mantenga su configuración actual"	"Udržujte své aktuální nastavení"	"Pidä nykyiset asetukset"	"Gardez vos paramètres actuels"	"Зберігайте свої поточні налаштування"	"Håll dina nuvarande inställningar"	"Hold de nåværende innstillingene"	"将当前配置保存为新配置文件"	"Mevcut ayarlarınızı saklayın"	"Сохранять текущие настройки"	"შეინახეთ თქვენი ამჟამინდელი პარამეტრები"	"Păstrați setările curente"	"Mantenha suas configurações atuais"	"Zachowaj swoje bieżące ustawienia"	"Bewaar uw huidige instellingen"	"Behalten Sie Ihre aktuellen Einstellungen bei"	"현재 설정을 유지하십시오"	"現在の設定を保持"	"Mantieni le tue impostazioni attuali"	"Simpan pengaturan Anda saat ini"	"अपनी वर्तमान सेटिंग्स रखें"	"আপনার বর্তমান সেটিংস রাখুন"	"Giữ cài đặt hiện tại của bạn"	"حافظ على إعداداتك الحالية"
"GamePlay"	"Build Cities"	"Construir ciudades"	"Stavět města"	"Rakentaa kaupunkeja"	"Construire des villes"	"Будуйте міста"	"Bygga städer"	"Bygg byer"	"建设城市"	"Şehirler inşa etmek"	"Строить города"	"ააშენეთ ქალაქები"	"Construiți orașe"	"Construir cidades"	"Buduj miasta"	"Bouw steden"	"Städte bauen"	"도시 건설"	"都市を建設"	"Costruisci città"	"Membangun kota"	"शहरों का निर्माण"	"শহর নির্মাণ"	"Xây dựng thành phố"	"بناء المدن"
"EditorPlay"	"Make Assets"	"Hacer activos"	"Vytvořte aktiva"	"Tehdä varoja"	"Faire des actifs"	"Зробіть активи"	"Göra tillgångar"	"Lage eiendeler"	"制作资产"	"Varlık yapmak"	"Создавать ассеты"	"გააკეთე აქტივები"	"Face active"	"Fazer ativos"	"Tworzyć zasoby"	"Activa maken"	"Vermögenswerte machen"	"자산을 만드십시오"	"アセットを作成"	"Fare beni"	"Membuat aset"	"संपत्ति बनाओ"	"সম্পদ তৈরি করুন"	"Tạo tài sản"	"جعل الأصول"
"ProfileUsage"	"Profile Usage"	"Uso de perfil"	"Použití profilu"	"Profiilin käyttö"	"Utilisation du profil"	"Використання профілю"	"Profilanvändning"	"Profilbruk"	"此配置文件的用途"	"Profil Kullanımı"	"Использование профиля"	"პროფილის გამოყენება"	"Utilizarea profilului"	"Uso do perfil"	"Zastosowanie profilu"	"Profielgebruik"	"Profilnutzung"	"프로필 사용"	"プロファイルの用途"	"Utilizzo del profilo"	"Penggunaan profil"	"प्रोफ़ाइल उपयोग"	"প্রোফাইল ব্যবহার"	"Sử dụng hồ sơ"	"استخدام الملف الشخصي"
"SomePackagesWillBeDisabled"	"Some packages will be removed by changing the usage of this profile."	"Algunos paquetes se eliminarán cambiando el uso de este perfil."	"Některé balíčky budou odstraněny změnou využití tohoto profilu."	"Jotkut paketit poistetaan muuttamalla tämän profiilin käyttöä."	"Certains packages seront supprimés en modifiant l'utilisation de ce profil."	"Деякі пакети будуть видалені шляхом зміни використання цього профілю."	"Vissa paket kommer att tas bort genom att ändra användningen av denna profil."	"Noen pakker vil bli fjernet ved å endre bruken av denne profilen."	"更改此配置文件的用途将会移除某些插件。"	"Bazı paketler bu profilin kullanımı değiştirilerek kaldırılacaktır."	"Некоторые пакеты будут удалены путем изменения использования этого профиля."	"ზოგიერთი პაკეტი ამოღებულია ამ პროფილის გამოყენების შეცვლით."	"Unele pachete vor fi eliminate modificând utilizarea acestui profil."	"Alguns pacotes serão removidos alterando o uso desse perfil."	"Niektóre pakiety zostaną usunięte, zmieniając użycie tego profilu."	"Sommige pakketten worden verwijderd door het gebruik van dit profiel te wijzigen."	"Einige Pakete werden entfernt, indem die Verwendung dieses Profils geändert wird."	"이 프로파일의 사용을 변경하여 일부 패키지가 제거됩니다."	"プロファイルの使用方法を変更すると、一部の不要なパッケージは削除されます。"	"Alcuni pacchetti verranno rimossi modificando l'uso di questo profilo."	"Beberapa paket akan dihapus dengan mengubah penggunaan profil ini."	"इस प्रोफ़ाइल के उपयोग को बदलकर कुछ पैकेज हटा दिए जाएंगे।"	"এই প্রোফাইলের ব্যবহার পরিবর্তন করে কিছু প্যাকেজ সরানো হবে।"	"Một số gói sẽ bị xóa bằng cách thay đổi cách sử dụng hồ sơ này."	"ستتم إزالة بعض الحزم عن طريق تغيير استخدام هذا الملف الشخصي."
"AffectedPackagesAre"	"Affected packages are:"	"Los paquetes afectados son:"	"Ovlivněné balíčky jsou:"	"Vaikuttavat paketit ovat:"	"Les forfaits affectés sont:"	"Уражені пакети:"	"Påverkade paket är:"	"Berørte pakker er:"	"受影响的插件为："	"Etkilenen paketler:"	"Затронутые пакеты:"	"დაზარალებული პაკეტებია:"	"Pachetele afectate sunt:"	"Os pacotes afetados são:"	"Pakiety dotknięte to:"	"Aangetaste pakketten zijn:"	"Betroffene Pakete sind:"	"영향을받는 패키지는 다음과 같습니다."	"影響を受けるパッケージ:"	"I pacchetti interessati sono:"	"Paket yang terpengaruh adalah:"	"प्रभावित पैकेज हैं:"	"আক্রান্ত প্যাকেজগুলি হ'ল:"	"Các gói bị ảnh hưởng là:"	"الحزم المتأثرة هي:"
"ConfirmDeleteProfile"	"Are you sure you want to delete the profile"	"¿Estás seguro de que quieres eliminar el perfil?"	"Jste si jisti, že chcete profil smazat"	"Oletko varma, että haluat poistaa profiilin"	"Êtes-vous sûr de vouloir supprimer le profil"	"Ви впевнені, що хочете видалити профіль"	"Är du säker på att du vill ta bort profilen"	"Er du sikker på at du vil slette profilen"	"您确定要删除配置文件"	"Profili silmek istediğinden emin misin"	"Вы уверены, что хотите удалить профиль?"	"დარწმუნებული ხართ, რომ გსურთ პროფილის წაშლა"	"Sunteți sigur că doriți să ștergeți profilul"	"Tem certeza que deseja excluir o perfil"	"Czy na pewno chcesz usunąć profil"	"Weet je zeker dat je het profiel wilt verwijderen"	"Sind Sie sicher, dass Sie das Profil löschen möchten?"	"프로필을 삭제하고 싶습니까?"	"プロファイルを削除してもよろしいですか？"	"Sei sicuro di voler eliminare il profilo"	"Apakah Anda yakin ingin menghapus profil"	"क्या आप सुनिश्चित हैं कि आप प्रोफ़ाइल को हटाना चाहते हैं"	"আপনি কি নিশ্চিত যে আপনি প্রোফাইলটি মুছতে চান?"	"Bạn có chắc bạn muốn xóa hồ sơ không"	"هل أنت متأكد من أنك تريد حذف الملف الشخصي"
